Client Name,Equipment Type,ISI Number,Serial Number,DOM,SWL,Client Ref,Location,Report ID,A Defect,B Defect,C Defect,D Defect,Report Date,Next Inspection Date
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01255,N/A,N/A,2000 KG,S/No: 00332195,1300,14759,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01331,N/A,N/A,2000 KG,S/No: 1439,1400,14760,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01129,N/A,N/A,2000 KG,S/No: 003322188,1000,14761,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01188,N/A,N/A,140 KG,S/No: C15 (M8) 1104,1100,14762,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01483,N/A,N/A,700 KG,S/No: C15 (M16) 1811,1800,14763,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01002,N/A,N/A,2000 KG,S/No: 003322186,700,14764,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01358,N/A,N/A,700 KG,S/No: C15 (M16) 1512,1500,14765,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01352,N/A,N/A,340 KG,S/No: C15 (M12) 1511,1500,14766,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01452,N/A,N/A,2000 KG,S/No:ADS GP 1728,1700,14767,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01410,N/A,N/A,2000 KG,S/No: 1641,1600,14768,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01415,N/A,N/A,2000 KG,S/No:1619,1600,14769,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01026,N/A,N/A,230 KG,S/No: C15 (M10) 0728,700,14770,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01136,N/A,N/A,1000 KG,S/No: 003297548,1000,14771,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01493,N/A,N/A,2000 KG,S/No: 1829,1800,14772,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01163,N/A,N/A,2000 KG,S/No: VBS15 1027,1000,14773,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01306,N/A,N/A,1800 KG,C15 (M24) 1437,1400,14774,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01295,N/A,N/A,2000 KG,S/No: 002679708,1400,14775,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01474,N/A,N/A,1800 KG,S/No: C15 (M24) 1802,1800,14776,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01107,N/A,N/A,340 KG,S/No: C15 (M12) 0910,900,14777,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01281,N/A,N/A,2000 KG,S/No: AW6GP 1301,1300,14778,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01460,N/A,N/A,30 cwt / 1500,S/No: 1733,1700,14779,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01527,N/A,N/A,340 KG,S/No: C15 (M12) 1908,1900,14780,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01038,N/A,N/A,2000 KG,S/No: VBU15 1706,700,14781,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01256,N/A,N/A,1000 KG,S/No: 3251883,1300,14782,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01325,N/A,N/A,2000 KG,S/No 1431,1400,14783,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01060,N/A,N/A,230 KG,S/No: C15 (M10) 0820,800,14784,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01402,N/A,N/A,340 KG,S/No: C15 (M12) 1608,1600,14785,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01541,N/A,N/A,2000 KG,S/No: 1929,1900,14786,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01254,N/A,N/A,2000 KG,S/No: 003322194,1300,14787,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01074,N/A,N/A,2000 KG,S/No: 0812,800,14788,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01272,N/A,N/A,140 KG,C15 (M8) 1314,1300,14789,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01277,N/A,N/A,230 KG,S/No: C15 (M10) 1319,1300,14790,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01075,N/A,N/A,7000 KG,S/No: 0801,800,14791,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01003,N/A,N/A,2000 KG,S/No: 003322185,700,14792,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01155,N/A,N/A,2000 KG,S/No: 1001,1000,14793,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01058,N/A,N/A,340 KG,S/No: C15 (M12) 0818,800,14794,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01319,N/A,N/A,230 KG,S/No: C15 (M10) 1408,1400,14795,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01289,N/A,N/A,2000 KG,S/No VBC20-1327,1300,14796,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01430,N/A,N/A,1000 KG,S/No: 003255935,1700,14797,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01158,N/A,N/A,2000 KG,S/No: 1004,1000,14798,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01271,N/A,N/A,140 KG,C15 (M8) 1313,1300,14799,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01531,N/A,N/A,140 KG,S/No: C15 (M8) 1900,1900,14800,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01243,N/A,N/A,2000 KG,S/No: 1230,1200,14801,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01029,N/A,N/A,2000 KG,S/No: 0709,700,14802,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01094,N/A,N/A,1000 KG,S/No: 3255931,900,14803,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01311,N/A,N/A,230 KG,S/No: C15 (M10) 1405,1400,14804,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01150,N/A,N/A,340 KG,S/No: C15 (M12) 1018,1000,14805,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01376,N/A,N/A,30cwt / 1500,S/No: 1537,1500,14806,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01506,N/A,N/A,2000 KG,S/No: 002679705,1900,14807,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01534,N/A,N/A,2000 KG,S/No: AD6GP 1917,1900,14808,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01394,N/A,N/A,340 KG,S/No: C15 (M12) 1609,1600,14809,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01033,N/A,N/A,7000 KG,S/No: VBC20-1701,700,14810,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01445,N/A,N/A,230 KG,S/No: C15 (M10) 1704,1700,14811,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01004,N/A,N/A,1000 KG,S/No: 003313966,700,14812,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Bow Shackle,GEA01032,N/A,N/A,2000 KG,S/No: 0712,700,14813,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01347,N/A,N/A,1800 KG,S/No: C15 (M24) 1539,1500,14814,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01066,N/A,N/A,340 KG,S/No: C15 (M12) 0826,800,14815,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01245,N/A,N/A,2000 KG,S/No: 1234,1200,14816,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01052,N/A,N/A,1000 KG,S/No: 00302697,800,14817,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01145,N/A,N/A,140 KG,S/No: C15 (M8) 1013,1000,14818,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01080,N/A,N/A,2000 KG,S/No: 0806,800,14819,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01275,N/A,N/A,340 KG,S/No: C15 (M12) 1317,1300,14820,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01126,N/A,N/A,2000 KG,S/No: 003322190,1000,14821,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01187,N/A,N/A,140 KG,S/No: C15 (M8) 1102,1100,14822,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01320,N/A,N/A,230 KG,S/No: C15 (M10) 1406,1400,14823,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01499,N/A,N/A,2000 KG,S/No: 1823,1800,14824,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01262,N/A,N/A,1000 KG,S/No: 003302712,1300,14825,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01391,N/A,N/A,700 KG,S/No: C15 (M16) 1615,1600,14826,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01399,N/A,N/A,700 KG,S/No: C15 (M16) 1614,1600,14827,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01545,N/A,N/A,2150 KG,S/No: ST 13388/6,1900,14828,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01424,N/A,N/A,1000 KG,S/No: 2779512,1700,14829,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01473,N/A,N/A,1800 KG,S/No: C15 (M24) 1801,1800,14830,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01364,N/A,N/A,140 KG,S/No: C15 (M8) 1500,1500,14831,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01370,N/A,N/A,7000 KG,S/No. : 1519,1500,14832,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01096,N/A,N/A,2500 KG,C15 (M24) 0923,900,14833,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01127,N/A,N/A,2000 KG,S/No: 003322191,1000,14834,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01400,N/A,N/A,700 KG,S/No: C15 (M16) 1612,1600,14835,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01335,N/A,N/A,30cwt / 1500,S/No: 1434,1400,14836,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01000,N/A,N/A,2000 KG,3322183,700,14837,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01515,N/A,N/A,2500 KG,C15 (M24) 1921,1900,14838,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01363,N/A,N/A,140 KG,S/No: C15 (M8) 1502,1500,14839,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01162,N/A,N/A,2000 KG,S/No: VBS15 1026,1000,14840,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01020,N/A,N/A,140 KG,S/No: C15 (M8) 0722,700,14841,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01513,N/A,N/A,1000 KG,S/No:,1900,14842,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01233,N/A,N/A,340 KG,S/No: C15 (M12) 1209,1200,14843,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01412,N/A,N/A,7000 KG,S/No: 1638,1600,14844,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01381,N/A,N/A,2000 KG,S/No: 003246384,1600,14845,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01268,N/A,N/A,340 KG,C15 (M12) 1310,1300,14846,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01106,N/A,N/A,700 KG,S/No: C15 (M16) 0914,900,14847,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01544,N/A,N/A,30cwt / 1500,S/No: 1927,1900,14848,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01440,N/A,N/A,140 KG,S/No: C15 (M8) 1703,1700,14849,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01337,N/A,N/A,2000 KG,S/No: 002460892 (002460852),1500,14850,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01490,N/A,N/A,140 KG,S/No: C15 (M8) 1818,1800,14851,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01498,N/A,N/A,2000 KG,S/No: 1822,1800,14852,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01423,N/A,N/A,2000 KG,S/No: 002995020,1700,14853,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01102,N/A,N/A,230 KG,S/No: C15 (M10) 0905,900,14854,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01070,N/A,N/A,140 KG,S/No: C15 (M8) 0830,800,14855,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01538,N/A,N/A,7000 KG,S/No: 1919,1900,14856,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01425,N/A,N/A,1000 KG,S/No: 2779513,1700,14857,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01266,N/A,N/A,700 KG,C15 (M16) 1308,1300,14858,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01267,N/A,N/A,340 KG,C15 (M12) 1309,1300,14859,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01034,N/A,N/A,7000 KG,S/No: VBC20-1702,700,14860,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01482,N/A,N/A,150 KG,S/No: C15 (M8) 1810,1800,14861,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01286,N/A,N/A,7000 KG,S/No VBC20-1324,1300,14862,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01088,N/A,N/A,1000 KG,S/No: 003031042,900,14863,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01349,N/A,N/A,700 KG,S/No: C15 (M16) 1521,1500,14864,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01023,N/A,N/A,340 KG,S/No: C15 (M12) 0725,700,14865,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01328,N/A,N/A,7000 KG,S/No 1435,1400,14866,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01379,N/A,N/A,2000 KG,S/No: 003322198,1600,14867,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01317,N/A,N/A,340 KG,S/No: C15 (M12) 1416,1400,14868,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01263,N/A,N/A,1800 KG,C15 (M24) 1305,1300,14869,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01360,N/A,N/A,340 KG,S/No: C15 (M12) 1508,1500,14870,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01465,N/A,N/A,2000 KG,S/No: 002522568,1800,14871,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01166,N/A,N/A,1500 KG,S/No: VBU14 1029,1000,14872,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01312,N/A,N/A,230 KG,S/No: C15 (M10) 1407,1400,14873,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01505,N/A,N/A,2000 KG,S/No: 002522575,1900,14874,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01203,N/A,N/A,7000 KG,S/No : 1123,1100,14875,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01064,N/A,N/A,700 KG,S/No: C15 (M16) 0824,800,14876,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01521,N/A,N/A,230 KG,S/No: C15 (M10) 1905,1900,14877,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01117,N/A,N/A,7000 KG,S/No: ZKA20 0918,900,14878,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01316,N/A,N/A,700 KG,S/No: C15 (M16) 1412,1400,14879,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01178,N/A,N/A,1000 KG,S/No: 003180617,1100,14880,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01314,N/A,N/A,140 KG,S/No: C15 (M8) 1403,1400,14881,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01164,N/A,N/A,2000 KG,S/No: VBS15 1028,1000,14882,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01152,N/A,N/A,230 KG,S/No: C15 (M10) 1020,1000,14883,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01305,N/A,N/A,1800 KG,C15 (M24) 1433,1400,14884,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01380,N/A,N/A,2000 KG,S/No: 003322199,1600,14885,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01154,N/A,N/A,140 KG,S/No: C15 (M8) 1022,1000,14886,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01416,N/A,N/A,2000 KG,S/No:1620,1600,14887,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01252,N/A,N/A,2000 KG,S/No: 003322197,1300,14888,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01476,N/A,N/A,800 KG,S/No: C15 (M16) 1804,1800,14889,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01514,N/A,N/A,1000 KG,S/No: 03255924,1900,14890,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01037,N/A,N/A,2000 KG,S/No: VBU15 1705,700,14891,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01061,N/A,N/A,140 KG,S/No: C15 (M8) 0821,800,14892,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01147,N/A,N/A,700 KG,S/No: C15 (M16) 1015,1000,14893,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01466,N/A,N/A,1000 KG,S/No: 003313973,1800,14894,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01138,N/A,N/A,1800 KG,C15 (M24) 1006,1000,14895,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01246,N/A,N/A,7000 KG,S/No: 1223,1200,14896,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01485,N/A,N/A,340 KG,S/No: C15 (M12) 1813,1800,14897,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01019,N/A,N/A,140 KG,S/No: C15 (M8) 0721,700,14898,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01009,N/A,N/A,1000 KG,S/No: 3302711,700,14899,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01122,N/A,N/A,2000 KG,S/No: VBH14 0930,900,14900,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01528,N/A,N/A,340 KG,S/No: C15 (M12) 1910,1900,14901,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01086,N/A,N/A,2000 KG,S/No: 003254982,900,14902,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01454,N/A,N/A,2000 KG,S/No: 1731,1700,14903,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyebolt,GEA01226,N/A,N/A,340 KG,S/No: C15 (M12) 1210,1200,14904,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Eyenut,GEA01532,N/A,N/A,140 KG,S/No: C15 (M8) 1902,1900,14905,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/D Shackle,GEA01035,N/A,N/A,7000 KG,S/No: VBC20-1703,700,14906,None,None,None,None,02/12/2023,02/06/2024
GEA Mechanical Equipment UK Limited,Lifting Accessories/Endless Round Sling,GEA01087,N/A,N/A,2000 KG,S/No: 003246383,900,14907,None,None,None,None,02/12/2023,02/06/2024
